
Canoe box,Kwakwaka'wakw (Kwakiutl)  ,Carved,Watercraft and accessories,Fort Rupert; Mount Waddington Regional District; British Columbia; Canada,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1937."
Fish club,Tlingit  ,"Carved, painted",Hunting/Fishing/Warfare,Sealaska Native Corporation; Alaska; USA (inferred),"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) in 1908 from the J. C. Stevens Auction Rooms (London, England); purchased by Marshall H. Saville (1867-1935, MAI staff member) from W.O. Oldman in 1909."
Bowl/Dish,Haida  ,Carved,Containers and Vessels,Queen Charlotte Islands (Haida Gwaii); Skeena-Queen Charlotte Regional District; British Columbia; Canada,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London from W.H. Fenton (possibly of Fenton & Sons, Dealers in Antiques and Articles of Vertu, in London) in 1907; purchased by George Heye from W.O. Oldman in 1913."
Paintbrush,Haida  ,Carved,Art and Printing tools,Queen Charlotte Islands (Haida Gwaii); Skeena-Queen Charlotte Regional District; British Columbia; Canada,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) in 1909 from the J. C. Stevens Auction Rooms (London, England); purchased by George Heye from W.O. Oldman in 1909."
Bowl/Dish,Tlingit  ,Painted,Containers and Vessels,British Columbia; Canada,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1915; purchased by George Heye from W.O. Oldman in 1915."
Canoe paddle,Heiltsuk (Bella Bella)  ,Painted,Watercraft and accessories,Central Coast Regional District; British Columbia; Canada,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1910; purchased by George Heye from W.O. Oldman in 1910."
Hair comb,Haida  ,Carved,Personal items,British Columbia; Canada,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1913; purchased by George Heye from W.O. Oldman in 1913."
Rattle in the form of a bird,probably Nuu-chah-nulth (Nootka) (attributed)  ,"Carved, painted",Music and Sound,British Columbia; Canada,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) in 1909 from the J. C. Stevens Auction Rooms (London, England); purchased by George Heye from W.O. Oldman in 1909."
Bow,Makah  ,Carved,Hunting/Fishing/Warfare,"Neah Bay, Makah Reservation; Clallam County; Washington; USA","Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) in 1909; purchased by George Heye from W.O. Oldman in 1910."
Maul/Hammer head,Haida  ,"Carved, grooved",Tools and Equipment (General),Skidegate; Skeena-Queen Charlotte Regional District; British Columbia; Canada,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1923."
Carving knife/tool,Haida  ,Carved,Tools and Equipment (General),Queen Charlotte Islands (Haida Gwaii); Skeena-Queen Charlotte Regional District; British Columbia; Canada,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) in 1909 from the J. C. Stevens Auction Rooms (London, England); purchased by George Heye from W.O. Oldman in 1909."
Canoe paddle,Haida  ,Painted,Watercraft and accessories,Queen Charlotte Islands (Haida Gwaii); Skeena-Queen Charlotte Regional District; British Columbia; Canada,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) in 1909 from British artifact dealer James Edward Little (1876-1953); purchased by George Heye from W.O. Oldman in 1909."
Spinning tension-ring,Cowichan  ,Carved,Weaving tools/equipment,Duncan; Cowichan Valley Regional District; British Columbia; Canada,"Collected or purchased from local residents in 1938 by George Heye and William A. Newcombe (1884-1960, a Vancouver, British Columbia, collector)."
Child's basket hat,Nuu-chah-nulth (Nootka)  ,"Twined, painted",Clothing/Garments: Headwear and Headdresses,Vancouver Island; British Columbia; Canada,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1937."
Spoon,Tlingit  ,Painted,Food/Beverage Serving,Sealaska Native Corporation; Alaska; USA (inferred),"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) in 1907 possibly from antiquities dealer F. Russell; purchased by George Heye from W.O. Oldman in 1911."
Pipe,Haida  ,Carved,Pipes and Smoking,British Columbia; Canada,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1914; purchased by MAI from W.O. Oldman in 1916 using funds donated by Thea (Mrs. George) Heye."
Knife,Nuu-chah-nulth (Nootka)  ,"Carved, riveted",Tools and Equipment (General),Vancouver Island; British Columbia; Canada,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1910; purchased by George Heye from W.O. Oldman in 1911."
title,culture/people,media/materials,object type,place,collection history
Moccasins,Oklahoma Delaware  ,"Sewn, overlay beadwork, edge beaded",Clothing/Garments: Footwear,Oklahoma; USA,"Collected from Jennie Bobb (Oklahoma Delaware) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Powder horn and powder measure,Penobscot  ,"Cut, carved, tied",Firearms and accessories,Old Town; Penobscot County; Maine; USA,"Collected by William C. Orchard (1860-1948, MAI staff member), probably in 1909 during fieldwork for the American Museum of Natural History; given or transferred to Major Kenneth C. Miller (1901-1974), who had a long association with MAI, and his wife Dorothea Miller; donated to MAI by Kenneth C. Miller and Dorothea Miller in 1973."
Man's coat/jacket,probably Mi'kmaq (Micmac) (attributed)  ,"Sewn, ribbonwork appliqué, overlay beadwork",Clothing/Garments,Nova Scotia; Canada (inferred),"Formerly owned by Chief John Logan (Mi'kmaq); given or transferred by him to Frank Joe (Maliseet) at an unknown date; collected from Frank Joe by Chief Gabriel A. Paul (Penobscot, ca. 1865-1936) in 1909, possibly while assisting anthropologist Frank G. Speck (1881-1950); purchased by George Heye in 1909, probably from Gabriel Paul."
Pipe bowl with human figure,probably Mississippian Tradition (archaeological culture) (attributed)  ,"Carved, drilled",Pipes and Smoking,North Carolina; USA,Collection history unknown; purchased by MAI from an unknown source in 1921.
Handbag/Purse,Peoria  ,"Sewn, gourd stitch/brick stitch/netted beadwork, lined, strung",Bags/Pouches (and parts),Oklahoma; USA,"Collected from Louisa Baptiste (Peoria) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Hoe blade,Oklahoma Shawnee  ,Carved,Agricultural Tools/Equipment,Oklahoma; USA,"Collected from Mrs. Tony Wentworth (Oklahoma Shawnee) in 1910 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member), assisted by Chief William M. Skye (Peoria, 1868-1923), during fieldwork sponsored by George Heye."
Snowshoes,Penobscot  ,Carved,Transportation Items,Old Town; Penobscot County; Maine; USA,"Collected by William C. Orchard (1860-1948, MAI staff member), possibly in 1909 during fieldwork for the American Museum of Natural History; acquired by MAI through an exchange with William C. Orchard in 1933."
Cup fragment with warrior design,possibly South Appalachian Mississippian (archaeological culture) (attributed)  ,"Cut, incised",Food/Beverage Serving,"Mound C, Burial 22; Moundville; Hale County and Tuscaloosa County; Alabama; USA",Excavated by archaeologist Clarence B. Moore (1852-1936) in 1905 or 1906; donated to the Academy of Natural Sciences of Philadelphia by C.B. Moore soon afterward; purchased by MAI from the Academy of Natural Sciences with other C.B. Moore collection materials in 1929.
Gorget depicting man wearing an elaborate headdress,possibly South Appalachian Mississippian (archaeological culture) (attributed)  ,"Cut, incised, perforated",Adornment/Jewelry,"Ground South of Mound D, Burial 98; Moundville; Hale County and Tuscaloosa County; Alabama; USA",Excavated by archaeologist Clarence B. Moore (1852-1936) in 1905 or 1906; donated to the Academy of Natural Sciences of Philadelphia by C.B. Moore soon afterward; purchased by MAI from the Academy of Natural Sciences with other C.B. Moore collection materials in 1929.
Bannerstone (throwing stick/atlatl weight),probably Late Archaic Tradition (archaeological culture) (attributed)  ,"Pecked, ground, drilled",Hunting/Fishing/Warfare,Gallatin County; Illinois; USA,"Collection history unknown; formerly in the collection of Isaac McGirk Mitchell (1868-1926, a collector in St. Louis, Missouri); purchased by MAI from I. McGirk Mitchell in 1917 using funds donated by MAI trustee Harmon W. Hendricks (1846-1928)."
Ear spool,possibly South Appalachian Mississippian (archaeological culture) (attributed)  ,"Hammered, perforated",Adornment/Jewelry,Moundville; Hale County and Tuscaloosa County; Alabama; USA,Excavated by archaeologist Clarence B. Moore (1852-1936) in 1905 or 1906; donated to the Academy of Natural Sciences of Philadelphia by C.B. Moore soon afterward; purchased by MAI from the Academy of Natural Sciences with other C.B. Moore collection materials in 1929.
Moundville Engraved (Hemphill variety) jar with design of hand and arm bones,possibly South Appalachian Mississippian (archaeological culture) (attributed)  ,"Coiled/hand built, burnished, engraved",Containers and Vessels,Field near Mound M; Moundville; Hale County and Tuscaloosa County; Alabama; USA,Excavated by archaeologist Clarence B. Moore (1852-1936) in 1906; donated to the Academy of Natural Sciences of Philadelphia by C.B. Moore soon afterward; purchased by MAI from the Academy of Natural Sciences with other C.B. Moore collection materials in 1929.
Pipe in the form of a squatting man,possibly South Appalachian Mississippian (archaeological culture) (attributed)  ,"Pecked, ground, drilled",Pipes and Smoking,Mound O; Moundville; Hale County and Tuscaloosa County; Alabama; USA,Excavated by archaeologist Clarence B. Moore (1852-1936) in 1905 or 1906; donated to the Academy of Natural Sciences of Philadelphia by C.B. Moore soon afterward; purchased by MAI from the Academy of Natural Sciences with other C.B. Moore collection materials in 1929.
Monolithic axe,possibly South Appalachian Mississippian (archaeological culture) (attributed)  ,"Pecked, ground, drilled",Personal items,Hale County; Alabama; USA,Collection history unknown; formerly in the collection of artist Sandor Bernath (1892-1984); purchased by MAI from Sandor Bernath in 1968.
Bannerstone (throwing stick/atlatl weight),probably Late Archaic Tradition (archaeological culture) (attributed)  ,"Pecked, ground, drilled",Hunting/Fishing/Warfare,Croton Point; Westchester County; New York; USA,"Collection history unknown; formerly in the collection of James Wood (1839-1925, a prominent educator in Mount Kisco, New York); inherited by his son Levi Hollingsworth Wood (1873-1956, a New York City attorney) and daughter Carolena Morris Wood (1871-1936); lent to MAI by L. Hollingsworth Wood and Carolena Wood in 1927 and never reclaimed."
Bell Plain human effigy hooded bottle,possibly South Appalachian Mississippian (archaeological culture) (attributed)  ,"Coiled/hand built, modeled",Containers and Vessels,Ground south of Mound D; Moundville; Hale County and Tuscaloosa County; Alabama; USA,Excavated by archaeologist Clarence B. Moore (1852-1936) in 1906; donated to the Academy of Natural Sciences of Philadelphia by C.B. Moore soon afterward; purchased by MAI from the Academy of Natural Sciences with other C.B. Moore collection materials in 1929.
Nashville Negative Painted white-on-red bottle,possibly South Appalachian Mississippian (archaeological culture) (attributed)  ,"Coiled/hand built, negative-painted",Containers and Vessels,"Mound C, Burial; Moundville; Hale County and Tuscaloosa County; Alabama; USA",Excavated by archaeologist Clarence B. Moore (1852-1936) in 1905; donated to the Academy of Natural Sciences of Philadelphia by C.B. Moore soon afterward; purchased by MAI from the Academy of Natural Sciences with other C.B. Moore collection materials in 1929.
Gorget,possibly South Appalachian Mississippian (archaeological culture) (attributed)  ,"Cut, incised, perforated",Adornment/Jewelry,"Ground northeast of Mound C, Burial 21; Moundville; Hale County and Tuscaloosa County; Alabama; USA",Excavated by archaeologist Clarence B. Moore (1852-1936) in 1906; donated to the Academy of Natural Sciences of Philadelphia by C.B. Moore soon afterward; purchased by MAI from the Academy of Natural Sciences with other C.B. Moore collection materials in 1929.
Paint palette,possibly South Appalachian Mississippian (archaeological culture) (attributed)  ,"Ground, incised",Art and Printing tools,"Mound O, Burial 14; Moundville; Hale County and Tuscaloosa County; Alabama; USA",Excavated by archaeologist Clarence B. Moore (1852-1936) in 1905 or 1906; donated to the Academy of Natural Sciences of Philadelphia by C.B. Moore soon afterward; purchased by MAI from the Academy of Natural Sciences with other C.B. Moore collection materials in 1929.
Monolithic axe,possibly South Appalachian Mississippian (archaeological culture) (attributed)  ,"Pecked, polished",Personal items,Moundville; Hale County and Tuscaloosa County; Alabama; USA,"Found by an unnamed man plowing near one of the larger mounds at Moundville before 1905; acquired by Clement Sidney Prince (1854-1922), who owned land that comprised the site; transferred or given to the Academy of Natural Sciences of Philadelphia at an unknown date; purchased by MAI from the Academy of Natural Sciences along with items from Moundville that were part of the C.B. Moore collection in 1929."
title,culture/people,media/materials,object type,place,collection history
title,culture/people,media/materials,object type,place,collection history
Male figure,probably Post-Classic period Maya (archaeological culture) (attributed)  ,"Carved, drilled",Sculpture/Carving/Figures,"Santa Cruz del Quiché Municipality or Mazatenango Municipality; Quiché Department or Suchitepéquez Department, Southwest Region; Guatemala","Collection history unknown; formerly in the collection of Maximo (Max) Obst (ca. 1872-1927, a collector of jade objects who lived in Guatemala); purchased by MAI from Max Obst in 1927."
Bead/beads,possibly Maya (archaeological culture) (attributed)  ,"Carved, drilled",Adornment/Jewelry,"Isla Roatán; Roatán Municipality, José Santos Guardiola Municipality; Islas de la Bahía Department; Honduras","Collected or excavated by explorer and adventurer Frederick A. Mitchell-Hedges (1882-1959), probably in the early 1930s; donated to MAI by F.A. Mitchell-Hedges in 1935."
Bead/beads,probably Post-Classic period Maya (archaeological culture) (attributed)  ,"Ground, perforated, drilled",Adornment/Jewelry,Lamanai (Indian Church); Orange Walk District; Belize,"Probably collected or excavated by amateur archaeologist Dr. Thomas W. F. Gann (1867-1938, a physician stationed in Central America); purchased by MAI from Thomas Gann in 1919 using funds donated by MAI trustee James B. Ford (1844-1928)."
Bead/beads,possibly Maya (archaeological culture) (attributed)  ,"Carved, drilled, incised",Adornment/Jewelry,Isla de Guanaja (Bonacca); Guanaja Municipality; Islas de la Bahía Department; Honduras,"Collected or excavated by explorer and adventurer Frederick A. Mitchell-Hedges (1882-1959), probably in the late 1920s; donated to MAI by F.A. Mitchell-Hedges in 1931."
Maskette,probably Mexica (Aztec) (archaeological culture) (attributed)  ,"Carved, drilled",Masks and Masking,Valley of Mexico; Mexico,Collection history unknown; purchased by MAI from an unknown source in 1926.
Maskette,probably Olmec (archaeological culture) (attributed)  ,"Carved, drilled",Masks and Masking,"Salamá; Salamá Municipality; Baja Verapaz Department, North Region; Guatemala","Collected or purchased from local residents during MAI's Marshall Saville Guatemala Expedition (1917-1920), which was led by MAI staff member Marshall H. Saville (1867-1935) and sponsored by MAI trustee James B. Ford (1844-1928)."
Pendant in the form of a turtle shell,possibly West Mexican Tradition (archaeological culture) (attributed)  ,"Carved, incised, drilled",Adornment/Jewelry,Guerrero State; Mexico,Collection history unknown; purchased by MAI from an unknown source in 1938.
Pendant,probably Guanacaste-Nicoya (archaeological culture) (attributed)  ,"Carved, drilled",Adornment/Jewelry,Costa Rica (inferred),Collection history unknown; acquired by art collector William W. Brill (1918-2003) during trips to Costa Rica before 1974; donated to MAI by William Brill in 1979.
Bead/beads,possibly Zapotec (archaeological culture) (attributed)  ,"Carved, drilled, polished",Adornment/Jewelry,Oaxaca State; Mexico,"Collection history unknown; purchased by MAI from Harvey L. Hill (Harvey Alonzo Hill, 1861-1956, an antique dealer in San Francisco, California) in 1941."
Codex Tetlapalco/Codex Saville,probably Mexica (Aztec) (archaeological culture) (attributed)  ,Amate (Fig tree) paper,Indigenous Knowledge and Records,"Texcoco; Texcoco Municipality, Texcoco Region; México State; Mexico (inferred)","Collection history unknown; purchased by Marshall H. Saville (1867-1935, MAI staff member) from an unknown source, probably in Mexico, in 1925 using funds donated by Thea (Mrs. George) Heye."
Paper,Mixtec  ,Pounded,Materials: Prepared,San Pablito; Pahuatlán Municipality; Puebla State; Mexico,"Collection history unknown; acquired by artist and art dealer Frances Pratt (Mrs. Bumpei Usui/Mrs. Frances Ritter, 1913-2003) during travel in Mexico in the early 1950s; purchased by MAI from Frances Pratt in 1953."
Paper,Mixtec  ,Pounded,Materials: Prepared,San Pablito; Pahuatlán Municipality; Puebla State; Mexico,"Collection history unknown; acquired by artist and art dealer Frances Pratt (Mrs. Bumpei Usui/Mrs. Frances Ritter, 1913-2003) during travel in Mexico in the early 1950s; purchased by MAI from Frances Pratt in 1953."
Maskette,probably Teotihuacán (archaeological culture) (attributed)  ,"Carved, drilled",Masks and Masking,Tlatelolco; Federal District; Mexico,"Collection history unknown; formerly in the collection of José Mariano Sánchez y Mora (1777-1845, 3rd Condé [Count] de Peñasco), a Mexican soldier, politician, and noted collector of antiquities; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1909; purchased by George Heye from W.O. Oldman, in 1910."
Human figure,probably Matlatzinca (archaeological) (attributed)  ,Carved,Sculpture/Carving/Figures,"Cave; Tejupilco de Hidalgo; Tejupilco Municipality, Tejupilco Region; México State; Mexico","Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1927."
Vessel (unfinished),Mixtec  ,"Carved, drilled, ground",Containers and Vessels,Oaxaca State; Mexico,"Collection history unknown, but said to have been found before 1840; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1909; purchased by George Heye from W.O. Oldman in 1910."
Vessel,possibly K'iche' Maya (Quiché) (attributed)  ,"Incised, painted",Made-for-Sale items and Souvenirs,"Rabinal; Rabinal Municipality; Baja Verapaz Department, North Region; Guatemala","Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1921."
Vessel,possibly K'iche' Maya (Quiché) (attributed)  ,"Incised, painted",Made-for-Sale items and Souvenirs,"Rabinal; Rabinal Municipality; Baja Verapaz Department, North Region; Guatemala","Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1921."
Mask (No image available),probably Guerrero Nahua (attributed)  ,"Painted, carved",Masks and Masking,Guerrero State; Mexico,Collection history unknown; formerly in the collection of Richard H. White; donated to MAI by Richard White in 1982.
Bell,probably West Mexican Tradition (archaeological culture) (attributed); probably used by Casas Grandes peoples  ,Cast,Music and Sound,Paquimé region; Paquimé (Casas Grandes); Casas Grandes Municipality; Chihuahua State; Mexico,"Collection history unknown; formerly in the collection of Edward Ledwidge (1870-1934, an El Paso, Texas, tax collector and prominent collector of Casas Grandes pottery); purchased by MAI from Edward Ledwidge in 1917 using funds donated by MAI trustee Harmon W. Hendricks (1846-1928)."
Child's sandals,probably Northern Mesoamerica (attributed)  ,Tied,Clothing/Garments: Footwear,"Las Remojadas; Soledad de Doblado Municipality, Sotavento Region; Veracruz State; Mexico","Collected in 1958 by Dr. Frederick J. Dockstader (1912-1998, MAI curator and later director); donated to MAI by Frederick Dockstader in 1958."
title,culture/people,media/materials,object type,place,collection history
Man's shirt,possibly Kichua (Quichua) (attributed)  ,"Sewn, embroidered",Clothing/Garments,Río Putumayo (Içá) headwaters; Putumayo Department; Colombia,"Collection history unknown; formerly in the collection of Major William Sully Beebe (1841-1898, a collector and student of ancient languages and symbols); presented by Benjamin D. Hicks (1836-1906, of Waterbury, Long Island) to the Long Island Historical Society in 1884; lent by the Long Island Historical Society to MAI in 1920; donated to NMAI by the Brooklyn Historical Society in 2020."
Woman's blouse,possibly Kichua (Quichua) (attributed)  ,"Sewn, embroidered",Clothing/Garments,Río Putumayo (Içá) headwaters; Putumayo Department; Colombia,"Collection history unknown; formerly in the collection of Major William Sully Beebe (1841-1898, a collector and student of ancient languages and symbols); presented by Benjamin D. Hicks (1836-1906, of Waterbury, Long Island) to the Long Island Historical Society in 1884; lent by the Long Island Historical Society to MAI in 1920; donated to NMAI by the Brooklyn Historical Society in 2020."
Man's pants,possibly Kichua (Quichua) (attributed)  ,"Wrapped, embroidered",Clothing/Garments,Río Putumayo (Içá) headwaters; Putumayo Department; Colombia,"Collection history unknown; formerly in the collection of Major William Sully Beebe (1841-1898, a collector and student of ancient languages and symbols); presented by Benjamin D. Hicks (1836-1906, of Waterbury, Long Island) to the Long Island Historical Society in 1884; lent by the Long Island Historical Society to MAI in 1920; donated to NMAI by the Brooklyn Historical Society in 2020."
Sash/Belt,possibly Kichua (Quichua) (attributed)  ,Woven,Clothing/Garments: Accessories,Río Putumayo (Içá) headwaters; Putumayo Department; Colombia,"Collection history unknown; formerly in the collection of Major William Sully Beebe (1841-1898, a collector and student of ancient languages and symbols); presented by Benjamin D. Hicks (1836-1906, of Waterbury, Long Island) to the Long Island Historical Society in 1884; lent by the Long Island Historical Society to MAI in 1920; donated to NMAI by the Brooklyn Historical Society in 2020."
Bracelet,Shuar/Achuar  ,Strung,Adornment/Jewelry,Oriente Region; Ecuador,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by MAI from W.O. Oldman in 1921 using funds donated by Edith Hendricks (ca. 1849-1921, sister of MAI trustee Harmon W. Hendricks)."
Armband,Shuar [Palora]  ,"Stitched, strung, painted",Adornment/Jewelry,Morona-Santiago Province; Ecuador (inferred),"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by MAI from W.O. Oldman in 1921 using funds donated by Edith Hendricks (ca. 1849-1921, sister of MAI trustee Harmon W. Hendricks)."
Spear,probably Shuar/Achuar (attributed)  ,Carved,Hunting/Fishing/Warfare,"Río Napo; Napo Province, Orellana Province, Sucumbios Province; Ecuador","Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by MAI from W.O. Oldman in 1921 using funds donated by Edith Hendricks (ca. 1849-1921, sister of MAI trustee Harmon W. Hendricks)."
Necklace,Shuar/Achuar  ,Strung,Adornment/Jewelry,Oriente Region; Ecuador,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by MAI from W.O. Oldman in 1921 using funds donated by Edith Hendricks (ca. 1849-1921, sister of MAI trustee Harmon W. Hendricks)."
Arrow,probably Shuar/Achuar (attributed)  ,"Cut, wrapped",Hunting/Fishing/Warfare,"Río Napo; Napo Province, Orellana Province, Sucumbios Province; Ecuador","Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by MAI from W.O. Oldman in 1921 using funds donated by Edith Hendricks (ca. 1849-1921, sister of MAI trustee Harmon W. Hendricks)."
Basket with cover,Arawak  ,Twill-plaited,Containers and Vessels,Guyana,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1921."
Club,probably Northwestern Amazonia (attributed)  ,Carved,Hunting/Fishing/Warfare,"Rio Içá (Putumayo); Santo Antônio do Içá Municipality; Southwest Mesoregion, Alto Solimões Microregion; Amazonas State, North Region; Brazil","Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1921."
Necklace,Shuar/Achuar  ,Strung,Adornment/Jewelry,Oriente Region; Ecuador,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by MAI from W.O. Oldman in 1921 using funds donated by Edith Hendricks (ca. 1849-1921, sister of MAI trustee Harmon W. Hendricks)."
Club,probably Northwestern Amazonia (attributed)  ,Wrapped,Hunting/Fishing/Warfare,"Rio Içá (Putumayo); Santo Antônio do Içá Municipality; Southwest Mesoregion, Alto Solimões Microregion; Amazonas State, North Region; Brazil","Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1921."
Spear,Conibo  ,Carved,Hunting/Fishing/Warfare,Brazil,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1915; purchased by MAI from W.O. Oldman in 1919 using funds donated by MAI trustee Harmon W. Hendricks (1846-1928)."
Woman's apron,Shuar [Palora]  ,Strung,Clothing/Garments,Morona-Santiago Province; Ecuador (inferred),"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by MAI from W.O. Oldman in 1921 using funds donated by Edith Hendricks (ca. 1849-1921, sister of MAI trustee Harmon W. Hendricks)."
Club,possibly Arawak (attributed)  ,Carved,Hunting/Fishing/Warfare,French Guiana,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by MAI from W.O. Oldman in 1921 using funds donated by Edith Hendricks (ca. 1849-1921, sister of MAI trustee Harmon W. Hendricks)."
Club,possibly Arawak (attributed)  ,"Carved, twill-plaited",Hunting/Fishing/Warfare,French Guiana,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1913; purchased by MAI from W.O. Oldman in 1919 using funds donated by MAI trustee Harmon W. Hendricks (1846-1928)."
Spear,probably Shuar/Achuar (attributed)  ,Carved,Hunting/Fishing/Warfare,"Río Napo; Napo Province, Orellana Province, Sucumbios Province; Ecuador","Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by MAI from W.O. Oldman in 1921 using funds donated by Edith Hendricks (ca. 1849-1921, sister of MAI trustee Harmon W. Hendricks)."
Club,Northern Amazonia  ,Carved,Hunting/Fishing/Warfare,Guyana,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1914; purchased by MAI from W.O. Oldman in 1919 using funds donated by MAI trustee Harmon W. Hendricks (1846-1928)."
Necklace,Shuar/Achuar  ,"Drilled, tied",Adornment/Jewelry,Oriente Region; Ecuador,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by MAI from W.O. Oldman in 1921 using funds donated by Edith Hendricks (ca. 1849-1921, sister of MAI trustee Harmon W. Hendricks)."
title,culture/people,media/materials,object type,place,collection history
Chest ornament/Pectoral,possibly Tiwanaku (Tiahuanaco) (archaeological culture) (attributed)  ,Hammered,Adornment/Jewelry,Río Lípez; Sud Lípez Province; Potosí Department; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1928 using funds donated by MAI trustee James B. Ford (1844-1928)."
